TEAM,Record,YEAR,CONF,Rank,SEED,Games,Wins,Losses,ADJOE,ADJDE,BARTHAG,EFG%,EFGD%,TOR,TORD,ORB,DRB,FTR,FTRD,2P%,2P%D,3P%,3P%D,ADJ T.,WAB,POSTSEASON
Marquette,20–14,2011,BE,28,11,34,20,14,115.5,96.8,0.8835,51.4,50,17.5,20.5,36.2,32.9,44.7,29.2,50.9,47.6,35.2,36.3,67.9,0.8,S16
Florida St.,21–10,2011,ACC,41,10,31,21,10,101.3,86.9,0.8538,49.1,42.2,23.1,22.2,35.7,30.9,38,36.4,48.9,40.3,33,30.1,69.5,1.2,S16
Butler,22–9,2011,Horz,44,8,31,22,9,111.6,96.3,0.845,51,48.8,17.1,19.1,32.4,27.4,38.4,39.5,49,48.7,36.2,32.7,64.9,-0.4,2ND
Richmond,27–7,2011,A10,48,12,34,27,7,110.2,95.6,0.8369,53.6,44.6,16.6,19.8,28.2,32.9,33.4,29.2,50,44.4,40,30.1,63.9,1.8,S16
UAB,22–8,2011,CUSA,61,12,30,22,8,107.8,95.2,0.807,50.8,45.6,19,19.2,33.8,30.9,30.2,32.5,50.9,45.2,33.7,31,63,-0.2,R68
VCU,23–11,2011,CAA,89,11,34,23,11,108.4,100.5,0.7045,50.9,50.4,17.5,22.5,31.6,36.4,37,34,48.8,49.2,35.9,35.5,66.8,-2,F4
Ohio St.,27–7,2012,B10,1,2,34,27,7,115.7,85.2,0.9714,52.5,46.3,17.4,22.5,35.7,24.9,37,28.6,53.8,45.3,32.6,32.2,68.1,7.9,F4
Kentucky,32–2,2012,SEC,2,1,34,32,2,119.8,88.2,0.9712,53.4,41.6,17.2,18.1,38.4,31,40,25.6,52.5,38.8,37.1,32.1,66.1,11.3,Champions
Michigan St.,27–7,2012,B10,4,1,34,27,7,112.9,86.4,0.9558,52.7,43,19.8,19.7,37.2,27.5,39,34.2,51.9,42.6,36.5,29.2,66.1,8.7,S16
North Carolina,29–5,2012,ACC,5,1,34,29,5,115.9,89.4,0.9522,50,45.1,16.2,18.5,40.5,27.7,38.1,22,49.6,43.5,34,31.9,72.7,8.4,E8
Louisville,26–9,2012,BE,20,4,35,26,9,103.8,85.6,0.9016,47.6,42.9,21.4,23.2,36.2,34.3,37,34.8,48.1,41.3,31.1,30.8,67.5,5.6,F4
Cincinnati,24–10,2012,BE,28,6,34,24,10,108.7,91.9,0.8737,48,46.1,16.4,21.7,36.1,34.7,29.4,25.6,46.1,45.5,34.3,31.7,64.2,3.1,S16
North Carolina St.,22–12,2012,ACC,40,11,34,22,12,111.4,96.6,0.8379,50.9,47.4,18.8,18.4,35.8,30.8,36,32.4,50.1,45.7,35.5,33.8,68.1,0.5,S16
Gonzaga,26–0,2021,WCC,1,1,26,26,0,125.3,89.6,0.9794,61,47.5,16.1,20.3,30.4,23.4,36.7,25.9,64,46.8,36.5,32.5,75.4,8.5,2ND
Houston,23–3,2021,Amer,2,2,26,23,3,119,89.4,0.9641,51.3,42.9,16.3,21.6,39.4,28,30.7,42.4,49.9,43,35.5,28.5,65.9,4,F4
Baylor,22–2,2021,B12,3,1,24,22,2,123.3,93.5,0.9601,57.5,49.1,17.6,24.6,37.5,30.9,27,31.7,54.1,48.1,41.8,34,69.6,6.7,Champions
Michigan,20–4,2021,B10,4,1,24,20,4,117.7,90.8,0.9516,54.9,44.9,16.3,15.1,29.4,24.8,28.9,24.5,53.3,42.3,38.7,33.5,67.8,7.1,E8
USC,22–7,2021,P12,8,6,29,22,7,113.3,90.2,0.932,52.1,45.4,18.1,17.4,35.7,27.3,37.5,24.8,52.1,42.2,34.8,34.2,68.1,5.5,E8
Florida St.,16–6,2021,ACC,9,4,22,16,6,117.2,93.7,0.9295,54.4,46.5,20.2,19.6,35.7,31.4,32.7,36.3,52.1,44.2,39,33.3,71.2,2.4,S16
Alabama,24–6,2021,SEC,11,2,30,24,6,110.7,88.6,0.9282,51.3,45.3,18.6,21.1,31.5,29.8,28.6,31.9,50.1,46.4,35.1,28.8,74.8,6.9,S16
Loyola Chicago,22–4,2021,MVC,13,8,26,22,4,109,88.2,0.9188,56.3,46.7,18.5,21.6,26,21,30.7,22.4,58,45.5,35.7,32.5,64.8,1.8,S16
Villanova,16–6,2021,BE,20,5,22,16,6,118.5,97.1,0.9077,52.8,51.8,13.5,19,27.9,24.8,30,25.8,52.8,51,35.2,35.4,65.9,3.1,S16
Creighton,20–8,2021,BE,21,5,28,20,8,114.2,94.1,0.9034,55.7,46.9,15.8,17.8,24.8,28.2,26.9,25.7,56.3,46.1,36.7,32.1,70,3.2,S16
Arkansas,22–6,2021,SEC,24,3,28,22,6,110.1,91.3,0.8959,51.5,47.6,17.4,20.3,31.7,26.2,32.7,29.3,51.9,46.9,33.9,32.6,74,4.6,E8
UCLA,17–9,2021,P12,30,11,26,17,9,114.3,96.2,0.8789,52,50.7,16.7,17.6,30.8,24.2,32.6,28,50.6,49.4,36.7,35.1,65.5,2.6,F4
Oregon,20–6,2021,P12,31,7,26,20,6,114.1,96.1,0.8781,54.4,50.1,16.8,20.3,28.3,27.2,26.8,27.1,52.9,49.9,37.9,33.6,68.1,4.8,S16
Syracuse,16–9,2021,ACC,49,11,25,16,9,112.2,97.3,0.8379,50.7,48.5,16,20.8,30.3,33.8,28.4,25.1,50.8,49.2,33.8,31.7,70.1,0.5,S16
Michigan St.,15–12,2021,B10,67,11,27,15,12,105.4,94.1,0.787,47.9,47.8,18.9,15.4,30.4,26.1,31.4,37.1,47.8,48.1,32,31.5,69.6,1.2,R68
Wichita St.,14–5,2021,Amer,74,11,19,14,5,109.4,98,0.7792,47.6,47.1,15.9,18.1,29.8,33.4,38.2,29.7,44.7,47.6,34.5,30.8,68.4,1.3,R68
Oregon St.,16–12,2021,P12,78,12,28,16,12,109.1,98.4,0.7671,48.7,50.4,17.2,18.5,29.8,29.4,34,38.2,46.9,52.5,34.6,31.4,66.1,0.4,E8
Oral Roberts,13–10,2021,Sum,156,15,23,13,10,107.5,106.7,0.5221,53.6,50.4,15.7,18.2,23.2,33,27.8,33.1,49.7,49,38.8,35.6,72.3,-4.9,S16
Mount St. Mary's,12–10,2021,NEC,212,16,22,12,10,95.2,99.9,0.3631,48.7,45.5,20.3,16.4,31.9,24.8,29.7,24.6,47.7,45.6,33.7,30.1,63,-7.2,R68
Appalachian St.,13–11,2021,SB,225,16,24,13,11,98.4,104.3,0.3393,47.7,50.4,17.5,20,27.8,30.6,33,24,46.7,50.4,32.6,33.5,66.3,-7.6,R68
Gonzaga,26–3,2022,WCC,1,1,29,26,3,121.3,88.5,0.974,59.4,43.2,15.9,17,29,23,29.7,22.2,60.9,41.6,37.9,30.7,73.8,7,S16
Houston,29–5,2022,Amer,2,5,34,29,5,117.2,88.9,0.9599,53.6,43.5,17.1,21.7,37.8,27.3,28.7,35.1,55.1,43.5,34.1,29,65,6.3,E8
Kansas,28–6,2022,B12,3,1,34,28,6,120,93.2,0.9479,54.1,46.9,17.8,18.4,33.4,28.9,32.8,27.8,54.5,47.9,35.5,30.1,70.1,10.1,Champions
Arizona,31–3,2022,P12,5,1,34,31,3,118.2,92.3,0.9446,55.9,44.4,18,17.7,34.5,28.3,35.1,22.8,57.5,41.9,35.4,32.7,73.4,9.1,S16
Texas Tech,25–9,2022,B12,6,3,34,25,9,108.5,85.7,0.938,52.4,45.5,20.3,23.6,33.3,26.1,36.1,32.1,55.1,44.3,31.4,31.3,67.4,6.2,S16
Duke,28–6,2022,ACC,9,2,34,28,6,119.5,94.7,0.9359,55.6,47,14.9,16.1,31.9,28.5,28.6,18.9,55.8,46.9,36.8,31.4,68.7,6.5,F4
Purdue,27–7,2022,B10,13,3,34,27,7,122.6,97.4,0.934,57,49.6,17.3,14.1,35.2,23.6,36.3,21.4,55.9,49.2,39.1,33.5,66.8,7.3,S16
Iowa,26–9,2022,B10,14,5,35,26,9,121.1,97.4,0.9247,53.6,49.8,12.9,19.3,32.2,30.2,30.4,26.2,52.6,50,36.8,32.9,70.8,5,R64
Illinois,22–9,2022,B10,16,4,31,22,9,113.8,93,0.9105,53.1,46.3,17.7,15.6,33.4,25.8,31.7,28.4,51.7,45.5,36.7,32.2,68.1,4.6,R32
Saint Mary's,24–7,2022,WCC,17,5,31,24,7,108.3,89.8,0.8955,52.6,48.3,17.1,19.5,27.3,21.9,23.2,24.4,52.6,47,35.1,34.4,64.7,4.5,R32
Virginia Tech,23–12,2022,ACC,21,11,35,23,12,113.9,95.6,0.8824,55.2,48.7,17,18.8,28.1,26.1,23.7,25.2,52.5,49.4,39.3,31.7,64,0.8,R64
Memphis,21–10,2022,Amer,24,9,31,21,10,110.3,93,0.8767,52.6,46.5,22.9,20.9,37.5,31,38.4,32.9,52,45.3,35.9,32.1,71.5,1.6,R32
Michigan,17–14,2022,B10,26,11,31,17,14,114,96.5,0.8714,52.3,50.3,17.1,15,31.2,23.8,28.9,26.6,53,50.8,34,33,67.2,0.5,S16
San Diego St.,23–8,2022,MWC,27,8,31,23,8,101.7,86.1,0.8706,48.8,44,19.3,21.7,29.6,27,31.3,30.6,46.6,43.1,35.8,30.4,66.3,3.1,R64
Wisconsin,24–7,2022,B10,28,3,31,24,7,110.2,93.7,0.8659,48.2,49.4,12.7,16.9,25.8,24,32.3,27.7,48.9,49.9,31.3,32.3,67.5,6.7,R32
Ohio St.,19–11,2022,B10,29,7,30,19,11,116.4,99.3,0.8616,54.8,47.9,16.7,15.3,28.8,28.6,33.5,29.2,54,46.2,37.3,34,66.2,1.7,R32
Michigan St.,22–12,2022,B10,33,7,34,22,12,110.7,95.1,0.852,52,47.5,19.2,15.3,30.7,27,30.4,28.3,49.7,47.9,37.8,31.2,68.7,3.3,R32
Loyola Chicago,24–7,2022,MVC,34,10,31,24,7,109.4,94.1,0.85,56.3,47,18.4,19.9,25.1,23.9,31.9,28.4,55.8,46.9,38,31.5,65.6,2,R64
Murray St.,27–2,2022,OVC,37,7,29,27,2,109.6,95,0.8393,52.9,48,17.1,21,35.5,25.4,31.1,24.6,53.5,50,34.7,30.1,67,3.6,R32
Providence,25–5,2022,BE,42,4,30,25,5,111.5,97,0.8317,50.3,46.7,17.3,15.8,30.5,28,38.5,26.3,49.6,46.6,34.3,31.2,66.5,6,S16
Colorado St.,24–5,2022,MWC,44,6,29,24,5,112.9,98.5,0.8281,55.2,49.9,15.1,18.4,21.9,24.9,30.4,25,56.3,50.5,35.7,32.7,66.4,4.8,R64
Seton Hall,20–10,2022,BE,48,8,30,20,10,106.9,93.3,0.826,47.6,45.4,17.5,18.5,32.7,29.1,30.8,27.8,46.2,44.8,33.3,31,68.6,2.1,R64
Notre Dame,21–10,2022,ACC,49,11,31,21,10,111.3,97.6,0.8196,54,49.1,15.5,15,22.1,24,27.7,22.9,52,49.9,37.8,31.7,66.6,1.3,R32
Marquette,19–12,2022,BE,60,9,31,19,12,107.8,95.4,0.8033,52.6,46.7,17.3,19.1,22.4,31.4,26.8,29.7,52.9,46.2,34.7,31.7,72.1,0.6,R64
Rutgers,18–13,2022,B10,82,11,31,18,13,104.5,95.3,0.7429,49.5,48.3,17.3,18.2,29.3,27.1,26.9,28.8,49.1,46.5,33.6,34,66.1,-0.3,R68
New Mexico St.,23–6,2022,WAC,87,12,29,23,6,106.2,97.5,0.7286,52.2,45.5,20.7,16.9,33.3,26.2,35.4,27.8,54.1,45.8,33,30,67.3,0.9,R32
Richmond,23–12,2022,A10,92,12,35,23,12,107.9,99.6,0.7152,51.5,50.5,14.4,18.9,22.4,27.2,30.9,23.5,52.2,50,33.8,34.3,67.8,-1.5,R32
Saint Peter's,18–11,2022,MAAC,134,15,29,18,11,97.2,94.4,0.585,47.8,44.1,20.8,20.9,31.5,28,37.5,41,45.9,44,34.8,29.4,66.8,-5.8,E8
Longwood,22–6,2022,BSth,138,14,28,22,6,105.4,102.8,0.572,51.7,50.6,18.2,20.1,33.6,24.5,35.9,26.8,48,53.6,38.6,31.1,66.8,-2.3,R64
Akron,22–9,2022,MAC,140,13,31,22,9,105,102.5,0.5691,52.8,49.3,17.7,17.6,29.1,26.3,40.1,26.2,52.4,47.8,35.6,34.7,63,-4,R64
Jacksonville St.,19–10,2022,ASun,143,15,29,19,10,104,101.7,0.5651,54.2,48,20,17.1,28.3,26.2,32.2,21.1,51.8,47.4,38.2,32.5,66.2,-5.1,R64
Georgia St.,15–10,2022,SB,153,16,25,15,10,100.8,99.2,0.545,45.1,49.7,16.9,22.7,32.8,30.7,30.2,32.8,43.1,45.4,32.3,37.9,68.2,-5,R64
Yale,18–11,2022,Ivy,157,14,29,18,11,99.8,98.6,0.5344,50.1,48.9,18.3,18.2,25.6,26.5,32.7,31.1,50.5,51.1,32.9,30.4,69.8,-4.8,R64
Cal St. Fullerton,19–10,2022,BW,178,15,29,19,10,102.1,103,0.4757,49.2,50.8,18.1,20.2,29,28,35.7,26.1,48.7,48,33.5,37.1,67.1,-4.8,R64
Bryant,21–9,2022,NEC,187,16,30,21,9,102.7,104.3,0.4553,49.7,47.4,19.1,16.5,33,31.6,32.7,24.4,52.6,47,30.7,32.1,73,-4.8,R68
Texas Southern,18–12,2022,SWAC,188,16,30,18,12,97,98.6,0.4522,48.7,44.9,21.4,17.4,33.8,28.2,32.7,34.3,49.2,45.2,31.7,29.5,68.7,-6.6,R64
Norfolk St.,21–6,2022,MEAC,192,16,27,21,6,100,101.9,0.4446,51.5,45.1,19.9,18.5,29.8,27.2,39.1,33.3,51.3,46.3,34.5,29.1,68.2,-3,R64
Texas A&M Corpus Chris,19–11,2022,Slnd,248,16,30,19,11,96.5,102.6,0.3317,47.3,49.1,19.9,22.7,34.7,29,38.4,41.6,47.3,50.5,31.6,31.5,70,-7.5,R68
Duke,27–5,2013,ACC,6,2,32,27,5,118,90.9,0.9523,54.4,45.7,15.6,20.9,29.4,32.9,37.7,31.4,51.1,46.3,40.6,29.3,68.1,7.5,F4
Michigan,25–7,2013,B10,8,4,32,25,7,120.5,94.5,0.9421,54.4,47.9,14.3,18.9,32.5,29.6,28.7,22.9,53.5,46.9,37.5,33.2,64.8,6.2,2ND
Michigan St.,24–8,2013,B10,13,3,32,24,8,110.5,88.7,0.9257,50.7,45,20.5,19.7,35.5,28.3,36.7,32.6,50.4,44.8,34.4,30.2,64.6,6.7,S16
Arizona,25–7,2013,P12,18,6,32,25,7,113,92.1,0.9135,51.9,47,19.5,20.5,35.4,27.2,37.4,32.1,50.3,44,36.3,36,67,4.6,S16
Florida Gulf Coast,22–10,2013,ASun,125,15,32,22,10,101.7,97.2,0.6247,51.4,47.1,20.9,22.4,33.2,32.7,34.5,32.9,52.3,47,33.1,31.5,68.9,-4,S16
Liberty,12–20,2013,BSth,269,16,32,12,20,97.9,108.3,0.2401,48.4,47.5,19.9,15.2,29.3,32.9,38.5,38.5,45,48.4,36.7,30.5,65.8,-15.6,R68
Tennessee,20–12,2014,SEC,11,11,32,20,12,116.1,93.4,0.9245,49.3,45.9,17.2,17.2,39.7,27.6,41.3,33.1,49.2,43.9,33,34,63.4,0.4,S16
Iowa,20–12,2014,B10,14,11,32,20,12,120.8,97.8,0.9195,51.3,47.3,16.1,19,38.1,28.9,45.8,34.8,50.7,47,35.3,32,71.2,1.2,R68
Mount St. Mary's,16–16,2014,NEC,212,16,32,16,16,107.3,111.6,0.3896,51.7,53.4,17,18.8,28.3,33.1,37.3,34.4,50.4,54.3,35.6,33.6,70,-9.4,R68
Texas Southern,18–14,2014,SWAC,238,16,32,18,14,106.3,112.8,0.3375,51.6,49.9,19.2,15.8,33.5,31.1,49.5,29.4,50.6,48.5,35.9,35.5,67.6,-9.7,R68
Oklahoma,22–10,2015,B12,10,3,32,22,10,110.4,86.8,0.9405,49.4,43.7,17.7,20.2,30.9,31.5,32.7,28.9,48.4,42.4,34.3,30.9,68,4.5,S16
Louisville,24–8,2015,ACC,14,4,32,24,8,108.1,86.2,0.9311,47.8,43.4,17.8,21.8,35.1,30.9,38.8,34.7,48.9,43.3,30.4,29.3,66,5.8,E8
West Virginia,23–9,2015,B12,25,5,32,23,9,110.7,92.4,0.8892,46.6,52.6,18.7,28.2,40.9,31.1,40.4,55.9,45.9,51.6,31.9,36.5,69,4.1,S16
BYU,23–9,2015,WCC,32,11,32,23,9,118.1,100.3,0.8672,53,49.6,16.4,18,33.9,28.2,42.3,39.6,50.3,49.6,38.5,33.2,70.6,0.8,R68
Manhattan,19–13,2015,MAAC,152,16,32,19,13,100.3,99.6,0.5201,49.7,48,21,24.1,31,33.7,47.9,51.9,48.9,47.9,34,32.2,67.9,-7.7,R68
Oklahoma,25–7,2016,B12,8,2,32,25,7,117.6,93.1,0.9363,54.5,46.4,18,17.6,30.5,29.8,33.6,27.3,48.1,44,42.6,34,71.1,8,F4
Miami FL,25–7,2016,ACC,11,3,32,25,7,118.8,95.1,0.9283,53.9,48,16,17.5,30.5,29.2,40,28.8,53.4,46.9,36.6,33.6,67.2,6.9,S16
Vanderbilt,19–13,2016,SEC,13,11,32,19,13,114.6,92.5,0.9217,53.5,43.1,16.8,14.3,27.4,29.4,39.5,34.2,50.5,42.7,38.8,29.2,68.6,-0.4,R68
Iowa St.,21–11,2016,B12,17,3,32,21,11,120.5,97.9,0.916,56.8,49.5,16,17.1,27.3,30.7,25.5,24.2,56.7,49,38,33.6,72.3,3.6,S16
Indiana,25–7,2016,B10,18,5,32,25,7,120,97.8,0.9132,58.6,49.5,19.8,18.9,37.7,28.7,33.3,29.3,56.1,48.7,41.5,34.3,69.3,3.2,S16
Gonzaga,25–7,2016,WCC,22,11,32,25,7,116.9,96.1,0.9045,55.3,45.1,16.5,14.9,31.9,25.9,35.9,28.3,54.6,44.9,37.6,30.3,68.2,2.1,S16
Maryland,24–8,2016,B10,28,5,32,24,8,115.1,96.2,0.8872,55.6,46.7,19.1,16.5,30.2,29.5,35.7,26.9,55.2,45.7,37.6,32.3,68,4,S16
Syracuse,19–13,2016,ACC,36,10,32,19,13,110.8,94.4,0.8645,50.4,47.5,18.3,20.6,33,35.3,35.5,29.4,47.6,48.7,36.1,30.4,65.6,-0.3,F4
Wisconsin,20–12,2016,B10,44,7,32,20,12,110.1,95.4,0.8392,49,48.5,17,18.8,33.6,28.2,39.7,34.3,46.6,45.1,35.8,38,64.2,0.4,S16
Notre Dame,21–11,2016,ACC,46,6,32,21,11,118.5,103.2,0.8305,53.5,49.2,14.8,14.8,32.8,31.3,33.2,26.9,52.5,45.5,36.9,37.6,65.9,2.3,E8
Florida,24–8,2017,SEC,6,4,32,24,8,115.7,89,0.9533,51.5,45.6,16.6,21.1,31.9,29.2,40.4,33.9,49.9,45.5,36.3,30.7,70.3,6.3,E8
Kansas,28–4,2017,B12,9,1,32,28,4,120.4,94.1,0.9449,55.9,47.9,18.1,18.6,34.3,30.4,36.8,30.8,53.2,45,40.5,35.7,71.5,11,E8
Purdue,25–7,2017,B10,13,4,32,25,7,116,92,0.9351,55.7,46.7,18.4,17,30.9,24.5,34.3,22.7,52.5,45.8,40.6,32.3,70.5,5.6,S16
Wake Forest,19–13,2017,ACC,31,11,32,19,13,121.4,101.4,0.8873,54,52.2,16.5,16.1,30.9,27.6,40.2,37,51.9,51.3,38.7,35.7,71.9,1.3,R68
Providence,20–12,2017,BE,54,11,32,20,12,107.4,94.3,0.817,51.3,49.7,18.5,20.5,26.4,28.1,38.2,30,49.1,50,36.8,32.7,67.8,0.6,R68
Clemson,23–9,2018,ACC,24,5,32,23,9,111.5,93.5,0.8825,52.7,47.6,17.9,17.7,27.4,26.7,34.1,27,51.2,44.3,36.6,35.5,67,4,S16
Texas A&M,20–12,2018,SEC,27,7,32,20,12,110.2,93.4,0.8701,51.1,46.4,19.2,15.9,34.3,28.3,32,29,52.1,45.1,32.7,32.4,70,1.9,S16
UCLA,21–11,2018,P12,57,11,32,21,11,114.3,101.1,0.8051,53.8,49.4,16.2,14.7,28.6,27.2,35.9,29.5,51.3,47.4,38.3,34.9,71.6,0,R68
Loyola Chicago,27–5,2018,MVC,61,11,32,27,5,108.9,96.6,0.7977,57.8,47.3,18.8,20,22.1,25.9,33.2,25.7,56.5,46.3,40,32.6,66.5,2,F4
Virginia,29–3,2019,ACC,1,1,32,29,3,122.6,88.7,0.9762,55.7,43.5,14.7,17.8,30,25.9,30.3,27.9,52.2,45.5,40.9,27.2,60.9,11.1,Champions
Texas Tech,26–6,2019,B12,7,3,32,26,6,112.1,86.3,0.9527,53.7,42.8,18.2,23,28.6,28.6,33.5,37.6,52.9,41.3,36.8,30.1,67.7,7,2ND
Purdue,23–9,2019,B10,10,3,32,23,9,121,95.6,0.9377,52.7,49.5,15.9,19.5,35,26.6,29.4,32.7,51.2,47.9,36.4,34.4,67,6.1,E8
Virginia Tech,24–8,2019,ACC,12,4,32,24,8,118,94.3,0.93,56.4,48.9,17.5,21.7,29.8,27.4,31.4,26.4,54.2,48,39.4,33.2,65,5,S16
LSU,26–6,2019,SEC,17,3,32,26,6,118.3,97.1,0.9064,51.7,50.2,18.2,20.7,37.3,30.4,37.7,34.2,53.4,49.7,32.3,34.1,71.3,7.3,S16
Temple,23–9,2019,Amer,58,11,32,23,9,109.2,97.6,0.7855,50.1,50.3,15.7,20.8,26.6,29.6,33,33.7,50.4,51.1,33.1,32.7,70.1,2,R68
Louisville,24–8,2008,BE,9,3,32,24,8,110.3,87.4,0.9357,52,43.8,19.6,21.4,33.4,30.7,36.4,33.2,52.5,42.3,34.2,31,67.5,4.7,E8
Tennessee,28–4,2008,SEC,10,2,32,28,4,116.3,92.2,0.9353,52.8,49.2,17.7,24.6,37,34.3,36.8,39.4,51.7,50.8,36.4,31,72.7,9.2,S16
Washington St.,24–8,2008,P10,15,4,32,24,8,114.2,91.7,0.9259,54.4,47.7,17.2,22.2,28.1,30.1,39.8,28.8,52.9,46.3,38.1,33.7,60.1,4.9,S16
Villanova,20–12,2008,BE,59,12,32,20,12,107.7,95,0.8092,49,51.3,20.4,23.9,36.9,31.4,38.4,45.9,47.7,48.4,34.2,37,69.4,0.3,S16
Kansas,25–7,2009,B12,12,3,32,25,7,114.5,90.4,0.9379,53.6,44.6,20.9,19.7,37,29.1,40.2,36.6,52.1,41.6,38,33.5,68.3,5.4,S16
Oklahoma,27–5,2009,B12,13,2,32,27,5,117.6,93.8,0.9315,55,45.8,19.8,18.2,36.6,31.6,46.8,29.9,55.8,42.9,35.8,34.1,68.6,7.4,E8
Michigan St.,26–6,2009,B10,15,2,32,26,6,112.1,89.5,0.9299,50.1,47.6,21.1,20.8,40.9,26.1,41.8,35.4,49.1,47.3,35.3,32,68.1,7.4,2ND
Xavier,25–7,2009,A10,26,4,32,25,7,109.4,90.4,0.8999,52.7,44.1,21.5,18.2,37.2,27.9,46.5,33.4,49.2,41.7,40,33,67.4,2.8,S16
Arizona,19–13,2009,P10,41,12,32,19,13,116.4,99.4,0.8599,53.2,50.8,19.4,18.3,36.1,34.1,37,25.5,50.7,49.1,39.5,35.5,65.4,0.8,S16
Syracuse,28–4,2010,BE,3,1,32,28,4,116.8,89.6,0.955,57.3,46.1,21.1,22.7,37.2,35,37.4,25.3,57.2,45.9,38.5,31,71.5,7.5,S16
Kansas St.,25–7,2010,B12,5,2,32,25,7,115.6,89.7,0.9486,50.6,46.9,20.2,23.6,41,33.2,52.1,47.3,49.2,45.6,35.7,33.1,71,6.8,E8
Purdue,27–5,2010,B10,9,4,32,27,5,109.9,86.9,0.937,49.4,45.4,16.3,23.8,30.7,31.4,39.8,37.4,50.1,42.2,31.9,35.7,67.5,6.6,S16
Michigan St.,24–8,2010,B10,23,5,32,24,8,111.6,91.7,0.9051,51.5,46.5,21,19.4,40.5,28.4,36.2,29.9,52.1,45.3,33.3,32.5,67.5,3.5,F4
Xavier,24–8,2010,A10,26,6,32,24,8,114.3,94.4,0.9006,52.5,45.7,18.3,18.2,35,29.4,42.4,33.2,51,46.4,37.2,29.4,70.2,2.8,S16
Butler,28–4,2010,Horz,29,5,32,28,4,109.1,90.4,0.8973,52,46.3,19.2,21.1,31.2,27.1,47.7,35.8,52.5,46.3,34.2,30.9,65,4.5,2ND
Northern Iowa,28–4,2010,MVC,32,9,32,28,4,106.9,89.3,0.8882,49.7,46.2,17.7,20.6,30.7,25.9,36.4,28.5,47.7,44.3,35.3,33.2,60.3,3.7,S16
San Diego St.,30–2,2011,MWC,10,2,32,30,2,112.3,89.7,0.9303,50.8,43.9,17.2,19.9,37.6,30,32.7,28.9,51.1,43.2,33.6,30.5,63.9,8.7,S16
Alabama St.,15–17,2011,SWAC,323,16,32,15,17,89.7,105.9,0.1296,44.4,46.7,23.6,23.4,36.2,33.6,46.7,52.7,44.6,43.5,29.2,36.1,64.9,-13,R68
Marquette,25–7,2012,BE,21,3,32,25,7,111,91.7,0.9004,50.8,45.8,18.8,23.6,34.4,36.2,41.5,31.1,51,44.7,33.7,32.1,71.1,6.2,S16
Iona,25–7,2012,MAAC,72,14,32,25,7,113.2,102,0.7685,56.7,51.1,17.2,22.2,32.6,32.5,31,28.7,55.7,50,39.3,35.4,70.9,0,R68
Lamar,21–11,2012,Slnd,125,16,32,21,11,104,99.9,0.6139,46.5,46.7,17.6,20.4,37.3,30.5,41.2,33.8,45.6,45.2,33.2,34,67.5,-4.3,R68
Baylor,26–6,2022,B12,4,1,32,26,6,117.1,91,0.9478,52.9,47.8,18.2,22.9,36.3,28.4,28.5,26.9,53.5,49.5,34.6,29.9,68.6,8.6,R32
UCLA,25–7,2022,P12,10,4,32,25,7,115.4,91.5,0.935,50.6,47.7,13.4,19.7,31.9,24.8,29.8,29.2,49.6,47.3,35.2,32.2,66.8,5.4,S16
Auburn,27–5,2022,SEC,12,2,32,27,5,112.7,89.5,0.9345,50.3,44.1,16.7,20.7,33.2,29.3,31.6,34.8,51.9,42.6,32,31.2,71,7.7,R32
Texas,21–11,2022,B12,15,6,32,21,11,111.1,90.6,0.912,50.1,46.5,18.2,23.3,31.9,30,32.3,36.8,50.9,46.1,32.3,31.6,64.1,3,R32
San Francisco,23–9,2022,WCC,20,10,32,23,9,109.8,91.9,0.8851,53.1,46.9,18.1,18.5,30.3,23.8,28.4,32.2,53.9,48.4,34.7,28.9,69.8,2.1,R64
Connecticut,23–9,2022,BE,22,5,32,23,9,112.7,94.7,0.8798,49.6,45.7,17.4,18,38,27.5,30.6,31.9,47.8,42.8,35.3,34.5,66.2,3.3,R64
Alabama,19–13,2022,SEC,25,6,32,19,13,115.9,98,0.8729,51.5,49.4,19.8,17.7,35.5,30.7,33.6,35.2,56.3,49.3,30.8,33.1,72.7,2.1,R64
Iowa St.,20–12,2022,B12,38,11,32,20,12,102.9,89.2,0.839,49.9,48.4,20.4,24.5,28.2,28.5,28.1,36.2,50.9,50.7,32.1,29.6,67.3,2.5,S16
TCU,20–12,2022,B12,41,9,32,20,12,106.9,93,0.832,48.9,47.7,21.6,18.4,37.8,26.1,31.2,26.7,50.5,47.9,30.3,31.5,66.9,2.6,R32
Davidson,26–6,2022,A10,51,10,32,26,6,115.7,101.5,0.8182,55.6,49.4,14.8,16.9,23.6,22.2,32.9,28,54.2,48.4,38.4,33.8,65.7,2.3,R64
UAB,25–7,2022,CUSA,55,12,32,25,7,111.2,98,0.8107,52.9,47.9,16.3,21.4,33.4,27.4,29.5,31.5,50.6,47.5,38.3,32.4,69.9,0.1,R64
Wyoming,24–8,2022,MWC,66,12,32,24,8,109.1,97.3,0.7879,52.4,47.2,16.7,15.8,25.6,24.1,37,24.5,54.5,48.3,33,30.3,66.8,2.5,R68
Vermont,27–5,2022,AE,70,13,32,27,5,108.5,97.5,0.7749,57.3,47.7,14.9,17.1,24,18.6,26.6,22.6,58.9,45.2,36.8,34.4,65.9,-0.8,R64
